title,price,location,date,link
Ps 4 Pro 1TB În stare foarte bună,800 lei,N/A,N/A,https://www.olx.ro/d/oferta/ps-4-pro-1tb-in-stare-foarte-buna-IDkK9HS.html?search_reason=search%7Corganic
PlayStation 4 Pro 1TB + 2 controllere originale,750 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-pro-1tb-2-controllere-originale-IDkKaNB.html?search_reason=search%7Corganic
Vand Playstation 4,4650 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-playstation-4-IDkzSPm.html?search_reason=search%7Corganic
PlayStation 4 ps 4 Pro 4k–Nu ca alte console de pe OLX – Curățare Prof,800 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-ps-4-pro-4knu-ca-alte-console-de-pe-olx-curatare-prof-IDk0wdt.html?search_reason=search%7Corganic
Joistik original ps5 plus jocurile GTA5 și FC25 și doc incarcare,280 lei,N/A,N/A,https://www.olx.ro/d/oferta/joistik-original-ps5-plus-jocurile-gta5-si-fc25-si-doc-incarcare-IDkMxdS.html?search_reason=search%7Corganic
Controller joystick maneta ps 5 playstation 5,5250 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-joystick-maneta-ps-5-playstation-5-IDkCPBS.html?search_reason=search%7Cpromoted
Play Station 5 disk edition + maneta,300 lei,N/A,N/A,https://www.olx.ro/d/oferta/play-station-5-disk-edition-maneta-IDkMPhH.html?search_reason=search%7Corganic
Vand ps 4 slim 1 tb,650 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps-4-slim-1-tb-IDkLAzW.html?search_reason=search%7Corganic
PlayStation 4 500GB cu jocuri si manete,620 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-500gb-cu-jocuri-si-manete-IDkLLzV.html?search_reason=search%7Corganic
Urgent!!! Vand ps 4 pro cu controler (defect),650 lei,N/A,N/A,https://www.olx.ro/d/oferta/urgent-vand-ps-4-pro-cu-controler-defect-IDkB4eC.html?search_reason=search%7Corganic
Vand playstation 5 portal,850 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-playstation-5-portal-IDkBZ5w.html?search_reason=search%7Corganic
Controller Sony PlayStation DualShock SCPH 10010 cablu defect,59 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-sony-playstation-dualshock-scph-10010-cablu-defect-IDkyCc0.html?search_reason=search%7Corganic
Pachet PlayStation 5 Slim Disc 1TB & 2 DualSense & Stație Încărcare + joc cadou EA Sports FC 26,000 lei,N/A,N/A,https://www.olx.ro/d/oferta/pachet-playstation-5-slim-disc-1tb-2-dualsense-statie-incarcare-joc-cadou-ea-sports-fc-26-IDkJytB.html?search_reason=search%7Corganic
Playstation 4 stare buna,500 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-stare-buna-IDkLzqW.html?search_reason=search%7Corganic
Pentru nostalgici.. ideal console retro,500 lei,N/A,N/A,https://www.olx.ro/d/oferta/pentru-nostalgici-ideal-console-retro-IDkJmJ6.html?search_reason=search%7Corganic
Joc video PS4 RDR 2 + harta,80 lei,N/A,N/A,https://www.olx.ro/d/oferta/joc-video-ps4-rdr-2-harta-IDkJ5X3.html?search_reason=search%7Corganic
"PS 4 trei jocuri(FIFA 22,Sleeping dogs,THE crew2)+3 manete",500 lei,N/A,N/A,https://www.olx.ro/d/oferta/ps-4-trei-jocurififa-22-sleeping-dogs-the-crew2-3-manete-IDkJlUL.html?search_reason=search%7Corganic
Vand FC26 PS4 nou,150 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-fc26-ps4-nou-IDkLO4T.html?search_reason=search%7Corganic
Play station 3 super slim pentru piese,89 lei,N/A,N/A,https://www.olx.ro/d/oferta/play-station-3-super-slim-pentru-piese-IDkMgOS.html?search_reason=search%7Corganic
PlayStation 5 Disc Edition C-Chassis + 2x DualSense + SSD Corsair 1TB + Dock | Garanție | Cutie,499 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-5-disc-edition-c-chassis-2x-dualsense-ssd-corsair-1tb-dock-garantie-cutie-IDkIbGz.html?search_reason=search%7Corganic
"Vând PlayStation4, 2 console (una puțin defecta)  + 12 jocuri",000 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-playstation4-2-console-una-putin-defecta-12-jocuri-IDkMNQT.html?search_reason=search%7Corganic
Vand PlayStation 4 Fat 500GB CUH-1116A + 2 Controllere Originale Negre - Functionala Perfect,700 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-playstation-4-fat-500gb-cuh-1116a-2-controllere-originale-negre-functionala-perfect-IDkMQU3.html?search_reason=search%7Corganic
Jocurii pentru ps5,5100 lei,N/A,N/A,https://www.olx.ro/d/oferta/jocurii-pentru-ps5-IDjQZ2w.html?search_reason=search%7Corganic
Vând sau schimb manete ps4 compatibile ps5,5320 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-sau-schimb-manete-ps4-compatibile-ps5-IDkMLV9.html?search_reason=search%7Corganic
Sursă alimentare pentru PlayStation 5 JT20 si J30,30300 lei,N/A,N/A,https://www.olx.ro/d/oferta/sursa-alimentare-pentru-playstation-5-jt20-si-j30-IDkqaPN.html?search_reason=search%7Corganic
Playstation5 slim 1TB Stare perfecta pret negociabil,200 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation5-slim-1tb-stare-perfecta-pret-negociabil-IDkMPld.html?search_reason=search%7Corganic
Controller joystick maneta ps 5 playstation 5,5250 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-joystick-maneta-ps-5-playstation-5-IDkCPBS.html?search_reason=search%7Corganic
Playstation 5 slim editie cu disk 1 TB,100 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-5-slim-editie-cu-disk-1-tb-IDkJYsJ.html?search_reason=search%7Corganic
PlayStation 5 Slim 1TB Digital Edition,999 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-5-slim-1tb-digital-edition-IDkK2i5.html?search_reason=search%7Corganic
PS 4 - Play Station 4 500GB + 2 controllere + 6 jocuri,850 lei,N/A,N/A,https://www.olx.ro/d/oferta/ps-4-play-station-4-500gb-2-controllere-6-jocuri-IDkHMmq.html?search_reason=search%7Corganic
"Vând PS 4 1 tb cu 6 jocuri,2 controle și cutie",750 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps-4-1-tb-cu-6-jocuri-2-controle-si-cutie-IDkK804.html?search_reason=search%7Corganic
Jocuri PlayStation 4 ca noi,60 lei,N/A,N/A,https://www.olx.ro/d/oferta/jocuri-playstation-4-ca-noi-IDkJZMA.html?search_reason=search%7Corganic
PlayStation 5 Disc 825 GB+ 2 controllere,100 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-5-disc-825-gb-2-controllere-IDkBjci.html?search_reason=search%7Corganic
Televizor LG FULL HD,240 lei,N/A,N/A,https://www.olx.ro/d/oferta/televizor-lg-full-hd-IDkGfwz.html?search_reason=search%7Corganic
Controller Ps5 originala ( maneta playstation 5),210 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-ps5-originala-maneta-playstation-5-IDkFw9G.html?search_reason=search%7Corganic
Joc pentru PlayStation  4,4100 lei,N/A,N/A,https://www.olx.ro/d/oferta/joc-pentru-playstation-4-IDk8OMo.html?search_reason=search%7Corganic
Playstation 4 slim,650 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-slim-IDkK0J9.html?search_reason=search%7Corganic
Playstation4 slim,450 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation4-slim-IDkIcuU.html?search_reason=search%7Corganic
GTA 5 / Grand Theft Auto V - CD original + mapă - Stare perfectă,75 lei,N/A,N/A,https://www.olx.ro/d/oferta/gta-5-grand-theft-auto-v-cd-original-mapa-stare-perfecta-IDkB4dw.html?search_reason=search%7Corganic
"Fifa  Playstation 4, Playstation 5",540 lei,N/A,N/A,https://www.olx.ro/d/oferta/fifa-playstation-4-playstation-5-IDkB5Dz.html?search_reason=search%7Corganic
Playstation 4 slim cu tot cu jocuri,730 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-slim-cu-tot-cu-jocuri-IDkGu6N.html?search_reason=search%7Corganic
Vând Calculator Gaming,000 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-calculator-gaming-IDkIhN3.html?search_reason=search%7Corganic
Vand PS 4 il am de 3 luni mai multe detalii in privat,750 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps-4-il-am-de-3-luni-mai-multe-detalii-in-privat-IDkMO14.html?search_reason=search%7Corganic
Vând PlayStation4 cu 6 jocuri și 2 controlere. Acest PlayStation are 840GB,800 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-playstation4-cu-6-jocuri-si-2-controlere-acest-playstation-are-840gb-IDkM4kF.html?search_reason=search%7Corganic
Consola Playstation 5 Disk Edition,700 lei,N/A,N/A,https://www.olx.ro/d/oferta/consola-playstation-5-disk-edition-IDkMbCw.html?search_reason=search%7Corganic
Playstation 4 pro 1tb,700 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-pro-1tb-IDkMjQY.html?search_reason=search%7Corganic
Controller Ps 5   PlayStation 5 DualSense,300 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-ps-5-playstation-5-dualsense-IDjyZg4.html?search_reason=search%7Corganic
Playstation 5 slim versiunea cu disc. Citiți descrierea!!,000 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-5-slim-versiunea-cu-disc-cititi-descrierea-IDkJD7E.html?search_reason=search%7Corganic
Vand PS4/Nintendo Switch/Jocurii,50 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps4-nintendo-switch-jocurii-IDkwwGJ.html?search_reason=search%7Corganic
Playstation 4 slim+ controller+ FC 25,25550 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-slim-controller-fc-25-IDkLBGY.html?search_reason=search%7Corganic
Vand ps 4 pro 1TB descrierea,700 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps-4-pro-1tb-descrierea-IDkMjqk.html?search_reason=search%7Corganic
"Lot 4 Jocuri FIFA PC (FIFA 19, 20, 21, 22) - De Colecție / Raft",50 lei,N/A,N/A,https://www.olx.ro/d/oferta/lot-4-jocuri-fifa-pc-fifa-19-20-21-22-de-colectie-raft-IDkM8HN.html?search_reason=search%7Corganic
Jocuri PS5/PS 4 schimb,N/A,N/A,N/A,https://www.olx.ro/d/oferta/jocuri-ps5-ps-4-schimb-IDkzQSW.html?search_reason=search%7Corganic
"Scaun gaming , Cockpit , Playseat Evolution , scaun pentru joc , volan",500 lei,N/A,N/A,https://www.olx.ro/d/oferta/scaun-gaming-cockpit-playseat-evolution-scaun-pentru-joc-volan-IDko4cU.html?search_reason=search%7Corganic
Casti Sony Playstation 5 3D Pulse camuflaj,350 lei,N/A,N/A,https://www.olx.ro/d/oferta/casti-sony-playstation-5-3d-pulse-camuflaj-IDkwngq.html?search_reason=search%7Corganic
Gothic Remake Playstation 5,5200 lei,N/A,N/A,https://www.olx.ro/d/oferta/gothic-remake-playstation-5-IDkIr4v.html?search_reason=search%7Corganic
Consola Sony PlayStation4 2TB + 2 Controllere,600 lei,N/A,N/A,https://www.olx.ro/d/oferta/consola-sony-playstation4-2tb-2-controllere-IDkw6s8.html?search_reason=search%7Corganic
De vânzare PlayStation 5,600 lei,N/A,N/A,https://www.olx.ro/d/oferta/de-vanzare-playstation-5-IDkHImu.html?search_reason=search%7Corganic
PlayStation 5 Slim 1TB + 2 controllere + stație încărcare | Garanție Altex,500 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-5-slim-1tb-2-controllere-statie-incarcare-garantie-altex-IDkLfDw.html?search_reason=search%7Corganic
"Ps vr cu cameră, move controllers și 2 jocuri gratis!","999,99 lei",N/A,N/A,https://www.olx.ro/d/oferta/ps-vr-cu-camera-move-controllers-si-2-jocuri-gratis-IDkKoUS.html?search_reason=search%7Corganic
Controller Backbone Playstation Edition USB C,400 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-backbone-playstation-edition-usb-c-IDkCIwJ.html?search_reason=search%7Corganic
"Horizon Zero Dawn Complete Edition Playstation 4, Playstation 5",560 lei,N/A,N/A,https://www.olx.ro/d/oferta/horizon-zero-dawn-complete-edition-playstation-4-playstation-5-IDjVnpu.html?search_reason=search%7Corganic
Vand PlayStation 5 Digital Edition si Accesorii,100 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-playstation-5-digital-edition-si-accesorii-IDkMhwR.html?search_reason=search%7Corganic
Controller playstation 5,5300 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-playstation-5-IDkLhAe.html?search_reason=search%7Corganic
Vand Playstation Portabil!!,900 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-playstation-portabil-IDkCQus.html?search_reason=search%7Corganic
PlayStation Portal Midnight Black,850 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-portal-midnight-black-IDkGdg4.html?search_reason=search%7Corganic
PS5 Controller Maneta Playstation 5,5249 lei,N/A,N/A,https://www.olx.ro/d/oferta/ps5-controller-maneta-playstation-5-IDkBHSv.html?search_reason=search%7Corganic
Vând PlayStation 5 varianta cu disc,200 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-playstation-5-varianta-cu-disc-IDkvOGF.html?search_reason=search%7Corganic
Tv Samsung ideal console retro,500 lei,N/A,N/A,https://www.olx.ro/d/oferta/tv-samsung-ideal-console-retro-IDkJmLb.html?search_reason=search%7Corganic
Resident Evil Village PS5 (8),100 lei,N/A,N/A,https://www.olx.ro/d/oferta/resident-evil-village-ps5-8-IDk9mKc.html?search_reason=search%7Corganic
Citeste tot anuntul! Controller Playstation 5 original la cutie,300 lei,N/A,N/A,https://www.olx.ro/d/oferta/citeste-tot-anuntul-controller-playstation-5-original-la-cutie-IDgH340.html?search_reason=search%7Corganic
PC gaming/calculator gaming,200 lei,N/A,N/A,https://www.olx.ro/d/oferta/pc-gaming-calculator-gaming-IDkMFiT.html?search_reason=search%7Corganic
PlayStation 4 slim,750 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-slim-IDkHAsQ.html?search_reason=search%7Corganic
Vând pachet PlayStation 5 Digital Edition + controller original + PlayStation VR1 cu manete Move,499 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-pachet-playstation-5-digital-edition-controller-original-playstation-vr1-cu-manete-move-IDkKBGO.html?search_reason=search%7Corganic
"PlayStation 4 Pro, 1Tb, 2 Manete, 3 Jocuri",850 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-pro-1tb-2-manete-3-jocuri-IDkmWNv.html?search_reason=search%7Corganic
Casti Gaming ASUS ROG Strix Fusion 300 Pink,350 lei,N/A,N/A,https://www.olx.ro/d/oferta/casti-gaming-asus-rog-strix-fusion-300-pink-IDkJM2Z.html?search_reason=search%7Corganic
Joc PS5 - Ghost of Yotei,200 lei,N/A,N/A,https://www.olx.ro/d/oferta/joc-ps5-ghost-of-yotei-IDkMhIM.html?search_reason=search%7Corganic
Playstation 2 slim MODAT,390 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-2-slim-modat-IDkFpd2.html?search_reason=search%7Corganic
PlayStation 5 - 1TB - 2 Manete,800 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-5-1tb-2-manete-IDkHPMp.html?search_reason=search%7Corganic
PS 5 aproape nou,500 lei,N/A,N/A,https://www.olx.ro/d/oferta/ps-5-aproape-nou-IDkIsP9.html?search_reason=search%7Corganic
PlayStation 4 Slim 500 GB – Pachet Complet + Volan + 7 Jocuri + 2 Controllere Originale,299 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-slim-500-gb-pachet-complet-volan-7-jocuri-2-controllere-originale-IDkM8jB.html?search_reason=search%7Corganic
Play station 4+un gta 5 original,500 lei,N/A,N/A,https://www.olx.ro/d/oferta/play-station-4-un-gta-5-original-IDkMqsg.html?search_reason=search%7Corganic
vand sau schimb cu pc ps 4,4800 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-sau-schimb-cu-pc-ps-4-IDkMy9y.html?search_reason=search%7Corganic
PlayStation Doua Genti Sd/ Consola,450 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-doua-genti-sd-consola-IDjwJif.html?search_reason=search%7Corganic
Thrustmaster eSwap xR Pro ForzaHorizon edition,600 lei,N/A,N/A,https://www.olx.ro/d/oferta/thrustmaster-eswap-xr-pro-forzahorizon-edition-IDk4QWS.html?search_reason=search%7Corganic
"M-AUDIO HDH40 - Căști de studio over-ear cu design închis, bandă flexibilă pentru cap și cablu de 2,7 m pentru monitorizare în studio",130 lei,N/A,N/A,https://www.olx.ro/d/oferta/m-audio-hdh40-casti-de-studio-over-ear-cu-design-inchis-banda-flexibila-pentru-cap-si-cablu-de-2-7-m-pentru-monitorizare-in-studio-IDkM1Ri.html?search_reason=search%7Corganic
Monitor Gaming Cepter Alpha X3 V2 24 IPS 144Hz 1ms HDR FreeSync FHD,349 lei,N/A,N/A,https://www.olx.ro/d/oferta/monitor-gaming-cepter-alpha-x3-v2-24-ips-144hz-1ms-hdr-freesync-fhd-IDkMEZ4.html?search_reason=search%7Corganic
PS 5 DIGITAL nou nouț,350 lei,N/A,N/A,https://www.olx.ro/d/oferta/ps-5-digital-nou-nout-IDkBMg6.html?search_reason=search%7Corganic
PlayStation 4 Slim 500GB + 2 Controllere + Jocuri Incluse,800 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-slim-500gb-2-controllere-jocuri-incluse-IDkxvGV.html?search_reason=search%7Corganic
"Yeezy 350 - Black Reflective, marimea 44, noi in cutie",400 lei,N/A,N/A,https://www.olx.ro/d/oferta/yeezy-350-black-reflective-marimea-44-noi-in-cutie-IDk2eSs.html?search_reason=search%7Corganic
PS 5 consola noua !,300 lei,N/A,N/A,https://www.olx.ro/d/oferta/ps-5-consola-noua-IDkIk03.html?search_reason=search%7Corganic
Pachet 4 Jocuri copii Playstation 4,4190 lei,N/A,N/A,https://www.olx.ro/d/oferta/pachet-4-jocuri-copii-playstation-4-IDk4i1f.html?search_reason=search%7Corganic
"Fgames | Maneta Controller PlayStation 5, PS5",5250 lei,N/A,N/A,https://www.olx.ro/d/oferta/fgames-maneta-controller-playstation-5-ps5-IDjWQOu.html?search_reason=search%7Corganic
Playstation 5 slim 1T,300 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-5-slim-1t-IDkHZcB.html?search_reason=search%7Corganic
Jocuri ps4 doua,50 lei,N/A,N/A,https://www.olx.ro/d/oferta/jocuri-ps4-doua-IDkMbNJ.html?search_reason=search%7Corganic
Playstation 4     .,700 lei,N/A,N/A,https://www.olx.ro/d/oferta/playstation-4-IDkLMiy.html?search_reason=search%7Corganic
Volan Apex Hori PS/PC,299 lei,N/A,N/A,https://www.olx.ro/d/oferta/volan-apex-hori-ps-pc-IDktpmb.html?search_reason=search%7Corganic
horizon joc Playstation 4,430 lei,N/A,N/A,https://www.olx.ro/d/oferta/horizon-joc-playstation-4-IDkMiX7.html?search_reason=search%7Corganic
Assassins creed shadows,130 lei,N/A,N/A,https://www.olx.ro/d/oferta/assassins-creed-shadows-IDkHalP.html?search_reason=search%7Corganic
Vand PS4/Nintendo Switch/Jocurii,50 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps4-nintendo-switch-jocurii-IDkwwGJ.html?search_reason=search%7Corganic
Nintendo Split pad compact,150 lei,N/A,N/A,https://www.olx.ro/d/oferta/nintendo-split-pad-compact-IDjgb1a.html?search_reason=search%7Corganic
Animal Crossing Nintendo Switch,160 lei,N/A,N/A,https://www.olx.ro/d/oferta/animal-crossing-nintendo-switch-IDkLpaz.html?search_reason=search%7Corganic
Joy-Con dreapta (roșu neon) (Nintendo Switch),130 lei,N/A,N/A,https://www.olx.ro/d/oferta/joy-con-dreapta-rosu-neon-nintendo-switch-IDkLZCS.html?search_reason=search%7Corganic
Konix Paar Joypads pentru Nintendo Switch și Switch OLED - Compatibil cu Nintendo Switch 2,2130 lei,N/A,N/A,https://www.olx.ro/d/oferta/konix-paar-joypads-pentru-nintendo-switch-si-switch-oled-compatibil-cu-nintendo-switch-2-IDkLZHT.html?search_reason=search%7Corganic
"Pachet 4 Jocuri Nintendo Switch + Cutie Depozitare (Minecraft, Animal Crossing)",400 lei,N/A,N/A,https://www.olx.ro/d/oferta/pachet-4-jocuri-nintendo-switch-cutie-depozitare-minecraft-animal-crossing-IDkMkkv.html?search_reason=search%7Corganic
Hyrule Warriors Switch 2 Edition Nou Sigilat,220 lei,N/A,N/A,https://www.olx.ro/d/oferta/hyrule-warriors-switch-2-edition-nou-sigilat-IDkhUGz.html?search_reason=search%7Corganic
Set accesorii originale Nintendo Switch – Dock și Joy-Con Grip,200 lei,N/A,N/A,https://www.olx.ro/d/oferta/set-accesorii-originale-nintendo-switch-dock-si-joy-con-grip-IDkIxlW.html?search_reason=search%7Corganic
Nexigo Gripcon grip cu joycon(Hall Effect) si Dock HDMI tv Nintendo Switch Oled sau normal,170 lei,N/A,N/A,https://www.olx.ro/d/oferta/nexigo-gripcon-grip-cu-joyconhall-effect-si-dock-hdmi-tv-nintendo-switch-oled-sau-normal-IDkLaJv.html?search_reason=search%7Corganic
Razer blackshark V3 white edition wirless,650 lei,N/A,N/A,https://www.olx.ro/d/oferta/razer-blackshark-v3-white-edition-wirless-IDkMcjB.html?search_reason=search%7Corganic
Joc Nintendo Switch - Peppa Pig My Friend,60 lei,N/A,N/A,https://www.olx.ro/d/oferta/joc-nintendo-switch-peppa-pig-my-friend-IDkea7Y.html?search_reason=search%7Corganic
"Controller Nintendo Switch Pro original, stare excelentă, primul model",250 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-nintendo-switch-pro-original-stare-excelenta-primul-model-IDkdWvW.html?search_reason=search%7Corganic
Subsonic - Controler wireless Switch & Switch 2,280 lei,N/A,N/A,https://www.olx.ro/d/oferta/subsonic-controler-wireless-switch-switch-2-IDkM1nW.html?search_reason=search%7Corganic
Zelda - Nintendo Switch 2,2230 lei,N/A,N/A,https://www.olx.ro/d/oferta/zelda-nintendo-switch-2-IDkLOwY.html?search_reason=search%7Corganic
Turtle beach stealth 700 gen2 max,500 lei,N/A,N/A,https://www.olx.ro/d/oferta/turtle-beach-stealth-700-gen2-max-IDkMpeg.html?search_reason=search%7Corganic
Joycon Grip Nintendo Switch,25 lei,N/A,N/A,https://www.olx.ro/d/oferta/joycon-grip-nintendo-switch-IDkHzbg.html?search_reason=search%7Corganic
"Controller PowerA original pentru Nintendo Switch – testat, funcțional – fără cablu",75 lei,N/A,N/A,https://www.olx.ro/d/oferta/controller-powera-original-pentru-nintendo-switch-testat-functional-fara-cablu-IDkLeXb.html?search_reason=search%7Corganic
casti gaming asus tuf h3 pt ps5 xbox pc nintendo etc,120 lei,N/A,N/A,https://www.olx.ro/d/oferta/casti-gaming-asus-tuf-h3-pt-ps5-xbox-pc-nintendo-etc-IDkA1s9.html?search_reason=search%7Corganic
Slot card MicroSD/tf hac-SD-01 pt Nintendo Switch piesă funcțională,65 lei,N/A,N/A,https://www.olx.ro/d/oferta/slot-card-microsd-tf-hac-sd-01-pt-nintendo-switch-piesa-functionala-IDkkLAj.html?search_reason=search%7Corganic
volan gaming pc/playstation/xbox genesis seaborg 350,350380 lei,N/A,N/A,https://www.olx.ro/d/oferta/volan-gaming-pc-playstation-xbox-genesis-seaborg-350-IDkK1kp.html?search_reason=search%7Corganic
Scaun Gaming Premium X Rocker Monsoon RGB 4.1 – Sunet Imersiv & LED,790 lei,N/A,N/A,https://www.olx.ro/d/oferta/scaun-gaming-premium-x-rocker-monsoon-rgb-4-1-sunet-imersiv-led-IDkMLb6.html?search_reason=search%7Corganic
Căști cu fir Belkin Gaming Inspire Kids cu dongle USB-C,100 lei,N/A,N/A,https://www.olx.ro/d/oferta/casti-cu-fir-belkin-gaming-inspire-kids-cu-dongle-usb-c-IDkM0Gi.html?search_reason=search%7Corganic
Videoproiector Smart Android WiFi HDMI USB iFUN 230145 LED,249 lei,N/A,N/A,https://www.olx.ro/d/oferta/videoproiector-smart-android-wifi-hdmi-usb-ifun-230145-led-IDkDVlE.html?search_reason=search%7Corganic
Service / curățare console / controllere Xbox PlayStation Nintendo,50 lei,N/A,N/A,https://www.olx.ro/d/oferta/service-curatare-console-controllere-xbox-playstation-nintendo-IDfPqKd.html?search_reason=search%7Corganic
"Nintendo Joy-Con 2 R, Roșu deschis",135 lei,N/A,N/A,https://www.olx.ro/d/oferta/nintendo-joy-con-2-r-rosu-deschis-IDkLZpO.html?search_reason=search%7Corganic
Sound BlasterX G6,6550 lei,N/A,N/A,https://www.olx.ro/d/oferta/sound-blasterx-g6-IDkowwC.html?search_reason=search%7Corganic
Vand PS4/Nintendo Switch/Jocurii,50 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps4-nintendo-switch-jocurii-IDkwwGJ.html?search_reason=search%7Corganic
Nintendo Split pad compact,150 lei,N/A,N/A,https://www.olx.ro/d/oferta/nintendo-split-pad-compact-IDjgb1a.html?search_reason=search%7Corganic
Animal Crossing Nintendo Switch,160 lei,N/A,N/A,https://www.olx.ro/d/oferta/animal-crossing-nintendo-switch-IDkLpaz.html?search_reason=search%7Corganic
Joy-Con dreapta (roșu neon) (Nintendo Switch),130 lei,N/A,N/A,https://www.olx.ro/d/oferta/joy-con-dreapta-rosu-neon-nintendo-switch-IDkLZCS.html?search_reason=search%7Corganic
Konix Paar Joypads pentru Nintendo Switch și Switch OLED - Compatibil cu Nintendo Switch 2,2130 lei,N/A,N/A,https://www.olx.ro/d/oferta/konix-paar-joypads-pentru-nintendo-switch-si-switch-oled-compatibil-cu-nintendo-switch-2-IDkLZHT.html?search_reason=search%7Corganic
"Pachet 4 Jocuri Nintendo Switch + Cutie Depozitare (Minecraft, Animal Crossing)",400 lei,N/A,N/A,https://www.olx.ro/d/oferta/pachet-4-jocuri-nintendo-switch-cutie-depozitare-minecraft-animal-crossing-IDkMkkv.html?search_reason=search%7Corganic
Hyrule Warriors Switch 2 Edition Nou Sigilat,220 lei,N/A,N/A,https://www.olx.ro/d/oferta/hyrule-warriors-switch-2-edition-nou-sigilat-IDkhUGz.html?search_reason=search%7Corganic
Set accesorii originale Nintendo Switch – Dock și Joy-Con Grip,200 lei,N/A,N/A,https://www.olx.ro/d/oferta/set-accesorii-originale-nintendo-switch-dock-si-joy-con-grip-IDkIxlW.html?search_reason=search%7Corganic
Nexigo Gripcon grip cu joycon(Hall Effect) si Dock HDMI tv Nintendo Switch Oled sau normal,170 lei,N/A,N/A,https://www.olx.ro/d/oferta/nexigo-gripcon-grip-cu-joyconhall-effect-si-dock-hdmi-tv-nintendo-switch-oled-sau-normal-IDkLaJv.html?search_reason=search%7Corganic
Razer blackshark V3 white edition wirless,650 lei,N/A,N/A,https://www.olx.ro/d/oferta/razer-blackshark-v3-white-edition-wirless-IDkMcjB.html?search_reason=search%7Corganic
Joc Nintendo Switch - Peppa Pig My Friend,60 lei,N/A,N/A,https://www.olx.ro/d/oferta/joc-nintendo-switch-peppa-pig-my-friend-IDkea7Y.html?search_reason=search%7Corganic
Vand PS4/Nintendo Switch/Jocurii,50 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps4-nintendo-switch-jocurii-IDkwwGJ.html?search_reason=search%7Corganic
Nintendo Split pad compact,150 lei,N/A,N/A,https://www.olx.ro/d/oferta/nintendo-split-pad-compact-IDjgb1a.html?search_reason=search%7Corganic
Animal Crossing Nintendo Switch,160 lei,N/A,N/A,https://www.olx.ro/d/oferta/animal-crossing-nintendo-switch-IDkLpaz.html?search_reason=search%7Corganic
